ID,start,end,code,team,action,half,pos_x,pos_y
275,425.35,445.35,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups (in opp. half),1st half,73.1,47.9
276,425.35,445.35,25. Meghan Elizabeth Klingenberg,Portland Thorns,Picking-ups,1st half,73.1,47.9
277,425.35,445.35,25. Meghan Elizabeth Klingenberg,Portland Thorns,Free-kick attacks,1st half,73.1,47.9
278,427.39,447.39,17. Tobin Powell Powell Heath,Portland Thorns,Dribbling,1st half,74.8,57.7
279,427.39,447.39,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,1st half,74.8,57.7
280,428.39,448.39,8. Theresa Eslund,OL Reign,Challenges (lost),1st half,23.7,7.9
281,428.39,448.39,8. Theresa Eslund,OL Reign,Tackles (Unsuccessful actions),1st half,23.7,7.9
282,428.39,448.39,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,1st half,81.3,60.1
283,428.39,448.39,17. Tobin Powell Powell Heath,Portland Thorns,Dribbles (Successful actions),1st half,81.3,60.1
284,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,1st half,95.1,62.5
285,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,1st half,95.1,62.5
286,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Crosses (inaccurate),1st half,95.1,62.5
287,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Free-kick attacks,1st half,95.1,62.5
288,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Passes (inaccurate),1st half,95.1,62.5
289,431.04,451.04,17. Tobin Powell Powell Heath,Portland Thorns,Passes into the penalty box,1st half,95.1,62.5
290,432.2,452.2,20. Rumi Utsugi,OL Reign,Free-kick attacks,1st half,11.6,28.5
291,432.2,452.2,20. Rumi Utsugi,OL Reign,Interceptions,1st half,11.6,28.5
292,432.2,452.2,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,11.6,28.5
293,432.2,452.2,20. Rumi Utsugi,OL Reign,Free-kick attacks,1st half,11.6,28.5
294,433.99,453.99,15. Megan Anna Rapinoe,OL Reign,Free-kick attacks,1st half,27.7,33.3
295,433.99,453.99,15. Megan Anna Rapinoe,OL Reign,Passes (inaccurate),1st half,27.7,33.3
296,434.42,454.42,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,1st half,75.2,42.4
297,434.42,454.42,30. Celeste Anais Boureille,Portland Thorns,Interceptions,1st half,75.2,42.4
298,434.42,454.42,30. Celeste Anais Boureille,Portland Thorns,Interceptions (in opp. half),1st half,75.2,42.4
299,436.6,456.6,30. Celeste Anais Boureille,Portland Thorns,Free-kick attacks,1st half,79.8,45.7
300,436.6,456.6,30. Celeste Anais Boureille,Portland Thorns,Passes (inaccurate),1st half,79.8,45.7
301,436.6,456.6,30. Celeste Anais Boureille,Portland Thorns,Lost balls,1st half,84.2,46.2
302,437.03,457.03,20. Rumi Utsugi,OL Reign,Interceptions,1st half,20.8,21.8
303,437.03,457.03,20. Rumi Utsugi,OL Reign,Free-kick attacks,1st half,20.8,21.8
304,439.89,459.89,8. Theresa Eslund,OL Reign,Picking-ups,1st half,8.4,18.9
305,445.99,465.99,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,86.1,68.0
306,445.99,465.99,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,86.1,68.0
307,447.01,467.01,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,93.4,59.1
308,448.77,468.77,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,1st half,90.7,62.3
309,448.77,468.77,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,90.7,62.3
310,449.56,469.56,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,83.6,57.7
311,452.03,472.03,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,1st half,84.2,57.0
312,452.03,472.03,10. Lindsey Michelle Horan,Portland Thorns,Passes into the penalty box,1st half,84.2,57.0
313,452.03,472.03,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,84.2,57.0
314,452.85,472.85,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,91.8,52.0
315,453.73,473.73,1. Lydia Grace Yilkari Williams,OL Reign,Shot on target (saved),1st half,14.7,20.1
316,453.73,473.73,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,90.3,47.9
317,453.73,473.73,12. Christine Margaret Sinclair,Portland Thorns,Shots,1st half,90.3,47.9
318,453.73,473.73,12. Christine Margaret Sinclair,Portland Thorns,Shot on target,1st half,90.3,47.9
319,453.73,473.73,1. Lydia Grace Yilkari Williams,OL Reign,Supersaves,1st half,14.7,20.1
320,454.83,474.83,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,1st half,3.2,34.5
321,475.07,495.07,3. Lauren Kate Barnes,OL Reign,Challenges (won),1st half,28.8,63.2
322,475.07,495.07,9. Caitlin Jade Foord,Portland Thorns,Challenges (lost),1st half,76.2,4.8
323,475.46,495.46,9. Caitlin Jade Foord,Portland Thorns,Fouls,1st half,77.1,4.5
324,506.6,526.6,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,27.9,61.3
325,506.6,526.6,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,27.9,61.3
326,507.75,527.75,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,39.3,57.0
327,507.75,527.75,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,39.3,57.0
328,508.85,528.85,23. Margaret Purce,Portland Thorns,Positional attacks,1st half,0.0,0.0
329,508.85,528.85,9. Caitlin Jade Foord,Portland Thorns,Positional attacks,1st half,0.0,0.0
330,508.85,528.85,12. Christine Margaret Sinclair,Portland Thorns,Positional attacks,1st half,0.0,0.0
331,508.85,528.85,17. Tobin Powell Powell Heath,Portland Thorns,Positional attacks,1st half,0.0,0.0
332,508.85,528.85,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,0.0,0.0
333,508.86,528.86,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,29.2,63.5
334,509.64,529.64,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,28.8,63.7
335,509.64,529.64,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,28.8,63.7
336,510.37,530.37,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,37.6,53.2
337,512.37,532.37,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,33.2,56.0
338,512.37,532.37,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,33.2,56.0
339,513.33,533.33,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,24.4,57.5
340,514.46,534.46,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,22.7,55.5
341,514.46,534.46,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,22.7,55.5
342,516.42,536.42,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,1st half,9.4,40.5
343,520.06,540.06,1. Lydia Grace Yilkari Williams,OL Reign,Passes accurate,1st half,14.7,36.9
344,520.06,540.06,1. Lydia Grace Yilkari Williams,OL Reign,Positional attacks,1st half,14.7,36.9
345,522.33,542.33,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,48.3,63.0
346,525.41,545.41,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,54.2,62.0
347,525.41,545.41,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,54.2,62.0
348,526.72,546.72,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,47.2,58.2
349,526.72,546.72,20. Rumi Utsugi,OL Reign,Passes accurate,1st half,47.2,58.2
350,527.95,547.95,15. Megan Anna Rapinoe,OL Reign,Lost balls,1st half,75.8,66.3
351,527.95,547.95,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,75.8,66.3
352,528.45,548.45,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,75.2,65.8
353,528.45,548.45,15. Megan Anna Rapinoe,OL Reign,Fouls,1st half,75.2,65.8
354,545.06,565.06,15. Ellie Madison Carpenter,Portland Thorns,Passes accurate,1st half,36.5,2.4
355,548,568,16. Emily Ann Sonnett,Portland Thorns,Passes accurate,1st half,31.9,11.3
356,549.81,569.81,10. Lindsey Michelle Horan,Portland Thorns,Passes accurate,1st half,35.5,23.9
357,551.75,571.75,4. Emily Townsend Menges,Portland Thorns,Passes (inaccurate),1st half,20.8,29.0
358,568.13,588.13,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,55.2,68.0
359,568.13,588.13,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,55.2,68.0
360,569.23,589.23,15. Megan Anna Rapinoe,OL Reign,Passes accurate,1st half,63.6,64.2
361,569.23,589.23,15. Megan Anna Rapinoe,OL Reign,Positional attacks,1st half,63.6,64.2
362,570.61,590.61,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,58.4,62.0
363,571.8,591.8,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,60.1,60.6
364,571.8,591.8,7. Stephanie-Elise Catley,OL Reign,Positional attacks,1st half,60.1,60.6
365,572.58,592.58,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,55.2,58.4
366,574.43,594.43,20. Rumi Utsugi,OL Reign,Passes (inaccurate),1st half,56.9,63.9
367,574.43,594.43,20. Rumi Utsugi,OL Reign,Positional attacks,1st half,56.9,63.9
368,574.43,594.43,20. Rumi Utsugi,OL Reign,Lost balls,1st half,66.2,58.4
369,575.09,595.09,30. Celeste Anais Boureille,Portland Thorns,Interceptions,1st half,38.8,9.6
370,575.09,595.09,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,38.8,9.6
371,576.72,596.72,30. Celeste Anais Boureille,Portland Thorns,Passes accurate,1st half,44.5,10.1
372,576.72,596.72,30. Celeste Anais Boureille,Portland Thorns,Counter-attacks,1st half,44.5,10.1
373,577.69,597.69,9. Caitlin Jade Foord,Portland Thorns,Passes accurate,1st half,59.6,13.9
374,577.69,597.69,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,59.6,13.9
375,578.54,598.54,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,56.1,7.2
376,580.44,600.44,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,1st half,54.2,10.3
377,580.44,600.44,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,54.2,10.3
378,581.81,601.81,17. Tobin Powell Powell Heath,Portland Thorns,Lost balls,1st half,71.4,23.0
379,581.81,601.81,4. Megan Leigh Oyster,OL Reign,Counter-attacks,1st half,33.6,45.0
380,581.81,601.81,17. Tobin Powell Powell Heath,Portland Thorns,Challenges (lost),1st half,71.4,23
381,581.81,601.81,4. Megan Leigh Oyster,OL Reign,Challenges (won),1st half,33.6,45.0
382,583.06,603.06,4. Megan Leigh Oyster,OL Reign,Counter-attacks,1st half,36.1,45.3
383,583.06,603.06,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,36.1,45.3
384,583.66,603.66,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,39.3,44.3
385,587.04,607.04,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,46.2,34.5
386,587.04,607.04,6. Alexandra Linsley Long Batista,OL Reign,Counter-attacks,1st half,46.2,34.5
387,588.21,608.21,22. Jasmyne Spencer,OL Reign,Dribbling,1st half,48.3,21.3
388,588.21,608.21,22. Jasmyne Spencer,OL Reign,Counter-attacks,1st half,48.3,21.3
389,593.88,613.88,22. Jasmyne Spencer,OL Reign,Lost balls,1st half,67.0,33.5
390,593.88,613.88,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,67,33.5
391,593.88,613.88,30. Celeste Anais Boureille,Portland Thorns,Challenges (won),1st half,38.0,34.5
392,593.88,613.88,30. Celeste Anais Boureille,Portland Thorns,Tackles (Successful actions),1st half,38.0,34.5
393,593.88,613.88,30. Celeste Anais Boureille,Portland Thorns,Counter-attacks,1st half,38.0,34.5
394,594.45,614.45,12. Christine Margaret Sinclair,Portland Thorns,Picking-ups,1st half,41.8,34.5
395,594.45,614.45,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,41.8,34.5
396,595.81,615.81,12. Christine Margaret Sinclair,Portland Thorns,Passes accurate,1st half,39.7,40.0
397,595.81,615.81,12. Christine Margaret Sinclair,Portland Thorns,Counter-attacks,1st half,39.7,40.0
398,597.09,617.09,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,46.0,49.3
399,597.09,617.09,9. Caitlin Jade Foord,Portland Thorns,Dribbling,1st half,46.0,49.3
400,597.09,617.09,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,46.0,49.3
401,601.95,621.95,9. Caitlin Jade Foord,Portland Thorns,Passes (inaccurate),1st half,78.5,45.5
402,601.95,621.95,9. Caitlin Jade Foord,Portland Thorns,Counter-attacks,1st half,78.5,45.5
403,601.95,621.95,9. Caitlin Jade Foord,Portland Thorns,Lost balls,1st half,79.8,44.8
404,602.26,622.26,20. Rumi Utsugi,OL Reign,Counter-attacks,1st half,25.2,23.2
405,602.26,622.26,20. Rumi Utsugi,OL Reign,Interceptions,1st half,25.2,23.2
406,603.98,623.98,4. Megan Leigh Oyster,OL Reign,Picking-ups,1st half,15.5,22.3
407,603.98,623.98,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,15.5,22.3
408,605.48,625.48,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,13.7,17.2
409,605.48,625.48,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,13.7,17.2
410,606.5,626.5,8. Theresa Eslund,OL Reign,Challenges (won),1st half,26.2,5.5
411,606.5,626.5,8. Theresa Eslund,OL Reign,Positional attacks,1st half,26.2,5.5
412,606.5,626.5,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (lost),1st half,78.8,62.5
413,610.29,630.29,8. Theresa Eslund,OL Reign,Passes accurate,1st half,26.5,1.9
414,610.29,630.29,8. Theresa Eslund,OL Reign,Positional attacks,1st half,26.5,1.9
415,611.77,631.77,22. Jasmyne Spencer,OL Reign,Positional attacks,1st half,45.4,5.5
416,611.77,631.77,22. Jasmyne Spencer,OL Reign,Dribbles (Successful actions),1st half,45.4,5.5
417,611.77,631.77,30. Celeste Anais Boureille,Portland Thorns,Challenges (lost),1st half,59.6,62.5
418,611.77,631.77,30. Celeste Anais Boureille,Portland Thorns,Tackles (Unsuccessful actions),1st half,59.6,62.5
419,612.45,632.45,30. Celeste Anais Boureille,Portland Thorns,Fouls,1st half,58.8,62.7
420,612.45,632.45,30. Celeste Anais Boureille,Portland Thorns,Positional attacks,1st half,58.8,62.7
421,635.27,655.27,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,46.6,6.0
422,635.27,655.27,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,46.6,6.0
423,636.57,656.57,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,69.3,10.8
424,638.44,658.44,10. Jessica Anne Fishlock,OL Reign,Positional attacks,1st half,75.4,8.6
425,638.44,658.44,10. Jessica Anne Fishlock,OL Reign,Passes accurate,1st half,75.4,8.6
426,639.82,659.82,25. Meghan Elizabeth Klingenberg,Portland Thorns,Positional attacks,1st half,23.5,62.3
427,639.82,659.82,22. Jasmyne Spencer,OL Reign,Lost balls,1st half,81.5,5.7
428,639.82,659.82,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,81.5,5.7
429,639.82,659.82,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),1st half,23.5,62.3
430,641.34,661.34,25. Meghan Elizabeth Klingenberg,Portland Thorns,Dribbling,1st half,27.5,63.0
431,643.56,663.56,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,1st half,58.4,63.0
432,643.56,663.56,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),1st half,38.2,66.1
433,645.14,665.14,4. Megan Leigh Oyster,OL Reign,Picking-ups,1st half,46.6,5.0
434,648.78,668.78,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,52.5,2.2
435,648.78,668.78,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,52.5,2.2
436,650.41,670.41,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,35.1,14.6
437,651.6,671.6,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,35.9,18.4
438,651.6,671.6,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,35.9,18.4
439,652.6,672.6,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,40.9,27.3
440,656.97,676.97,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,44.9,38.8
441,656.97,676.97,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,44.9,38.8
442,658.09,678.09,3. Lauren Kate Barnes,OL Reign,Positional attacks,1st half,37.4,29.9
443,658.09,678.09,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,37.4,29.9
444,659.31,679.31,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,47.7,30.6
445,660.69,680.69,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,48.9,28.5
446,660.69,680.69,6. Alexandra Linsley Long Batista,OL Reign,Passes accurate,1st half,48.9,28.5
447,664.61,684.61,8. Theresa Eslund,OL Reign,Passes into the penalty box,1st half,85.5,1.7
448,664.61,684.61,8. Theresa Eslund,OL Reign,Positional attacks,1st half,85.5,1.7
449,664.61,684.61,8. Theresa Eslund,OL Reign,Passes accurate,1st half,85.5,1.7
450,667.32,687.32,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),1st half,8.0,52.9
451,667.32,687.32,10. Lindsey Michelle Horan,Portland Thorns,Positional attacks,1st half,8.0,52.9
452,667.32,687.32,22. Jasmyne Spencer,OL Reign,Challenges (lost),1st half,97,15.1
453,706.28,726.28,7. Stephanie-Elise Catley,OL Reign,Corner attacks,1st half,105.0,0.0
454,706.28,726.28,7. Stephanie-Elise Catley,OL Reign,Passes accurate,1st half,105.0,0.0
455,707.95,727.95,8. Theresa Eslund,OL Reign,Corner attacks,1st half,89.0,3.1
456,710.91,730.91,12. Christine Margaret Sinclair,Portland Thorns,Corner attacks,1st half,10.7,28.3
457,710.91,730.91,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,1st half,10.7,28.3
458,712.51,732.51,20. Rumi Utsugi,OL Reign,Shots,1st half,86.9,35.9
459,712.51,732.51,20. Rumi Utsugi,OL Reign,Picking-ups (in opp. half),1st half,86.9,35.9
460,712.51,732.51,20. Rumi Utsugi,OL Reign,Picking-ups,1st half,86.9,35.9
461,712.51,732.51,20. Rumi Utsugi,OL Reign,Corner attacks,1st half,86.9,35.9
462,712.51,732.51,20. Rumi Utsugi,OL Reign,Corner attacks,1st half,86.9,35.9
463,712.51,732.51,12. Christine Margaret Sinclair,Portland Thorns,Interceptions,1st half,16.2,32.1
464,712.51,732.51,12. Christine Margaret Sinclair,Portland Thorns,Corner attacks,1st half,16.2,32.1
465,714.06,734.06,12. Christine Margaret Sinclair,Portland Thorns,Corner attacks,1st half,21.0,35.9
466,716.66,736.66,3. Lauren Kate Barnes,OL Reign,Picking-ups (in opp. half),1st half,57.8,33.3
467,716.66,736.66,3. Lauren Kate Barnes,OL Reign,Picking-ups,1st half,57.8,33.3
468,716.66,736.66,3. Lauren Kate Barnes,OL Reign,Corner attacks,1st half,57.8,33.3
469,716.66,736.66,3. Lauren Kate Barnes,OL Reign,Passes accurate,1st half,57.8,33.3
470,716.66,736.66,3. Lauren Kate Barnes,OL Reign,Corner attacks,1st half,57.8,33.3
471,721.18,741.18,10. Jessica Anne Fishlock,OL Reign,Corner attacks,1st half,94.3,1.4
472,721.6,741.6,10. Jessica Anne Fishlock,OL Reign,Lost balls,1st half,97.0,1.9
473,721.6,741.6,10. Jessica Anne Fishlock,OL Reign,Dribbles (Unsuccessful actions),1st half,97.0,1.9
474,721.6,741.6,10. Jessica Anne Fishlock,OL Reign,Challenges (lost),1st half,97.0,1.9
475,721.6,741.6,25. Meghan Elizabeth Klingenberg,Portland Thorns,Challenges (won),1st half,8,66.1
476,721.6,741.6,25. Meghan Elizabeth Klingenberg,Portland Thorns,Tackles (Successful actions),1st half,8,66.1
477,721.6,741.6,10. Jessica Anne Fishlock,OL Reign,Corner attacks,1st half,97.0,1.9
478,725.53,745.53,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes accurate,1st half,1.5,65.1
479,729.78,749.78,17. Tobin Powell Powell Heath,Portland Thorns,Passes accurate,1st half,5.9,65.8
480,730.8,750.8,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls (in opp. half),1st half,30.4,67.0
481,730.8,750.8,25. Meghan Elizabeth Klingenberg,Portland Thorns,Passes (inaccurate),1st half,0.8,63.2
482,730.8,750.8,25. Meghan Elizabeth Klingenberg,Portland Thorns,Lost balls,1st half,30.4,67.0
483,733.08,753.08,4. Megan Leigh Oyster,OL Reign,Passes accurate,1st half,74.6,1.0
484,733.08,753.08,4. Megan Leigh Oyster,OL Reign,Picking-ups,1st half,74.6,1.0
485,733.08,753.08,4. Megan Leigh Oyster,OL Reign,Positional attacks,1st half,74.6,1.0
486,733.08,753.08,4. Megan Leigh Oyster,OL Reign,Picking-ups (in opp. half),1st half,74.6,1.0
487,734.07,754.07,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,85.1,4.5
488,737.66,757.66,6. Alexandra Linsley Long Batista,OL Reign,Challenges (lost),1st half,88.6,0.7
489,737.66,757.66,6. Alexandra Linsley Long Batista,OL Reign,Lost balls,1st half,88.6,0.7
490,737.66,757.66,10. Lindsey Michelle Horan,Portland Thorns,Challenges (won),1st half,16.4,67.3
491,737.66,757.66,6. Alexandra Linsley Long Batista,OL Reign,Positional attacks,1st half,88.6,0.7
492,737.66,757.66,10. Lindsey Michelle Horan,Portland Thorns,Tackles (Successful actions),1st half,16.4,67.3
493,737.66,757.66,6. Alexandra Linsley Long Batista,OL Reign,Dribbles (Unsuccessful actions),1st half,88.6,0.7
